Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
BANNER DEL E WEBB MEDICAL CENTER,Low,1,0,0,0,Arizona,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
BANNER DESERT MEDICAL CENTER,Med,0,1,0,0,Arizona,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1
BANNER ESTRELLA MEDICAL CENTER,Med,0,1,0,0,Arizona,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0
BANNER GATEWAY MEDICAL CENTER,Med,0,1,0,0,Arizona,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
BANNER GOLDFIELD MEDICAL CENTER,Low,1,0,0,0,Arizona,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BANNER HEART HOSPITAL,Low,1,0,0,0,Arizona,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1
BANNER IRONWOOD MEDICAL CENTER,Med,0,1,0,0,Arizona,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
BANNER PAYSON MEDICAL CENTER,Med,0,1,0,0,Arizona,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
BANNER THUNDERBIRD MEDICAL CENTER,Med,0,1,0,0,Arizona,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
BAPTIST BEAUMONT HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
BAPTIST EASLEY HOSPITAL,Med,0,1,0,0,South Carolina,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAPTIST EMERGENCY HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
BAPTIST HEALTH CORBIN,Low,1,0,0,0,Kentucky,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAPTIST HEALTH LA GRANGE,Med,0,1,0,0,Kentucky,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BAPTIST HEALTH MADISONVILLE,Med,0,1,0,0,Kentucky,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,Low,1,0,0,0,Arkansas,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,Low,1,0,0,0,Arkansas,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,Med,0,1,0,0,Arkansas,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,Low,1,0,0,0,Arkansas,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST HEALTH PADUCAH,Low,1,0,0,0,Kentucky,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
BAPTIST HEALTH RICHMOND,Med,0,1,0,0,Kentucky,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAPTIST HOSPITAL,Low,1,0,0,0,Florida,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAPTIST HOSPITAL OF MIAMI,Med,0,1,0,0,Florida,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
BAPTIST MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
BAPTIST MEDICAL CENTER-PRINCETON,Low,1,0,0,0,Alabama,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEDICAL CENTER - BEACHES,Low,1,0,0,0,Florida,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
BAPTIST MEDICAL CENTER - NASSAU,Med,0,1,0,0,Florida,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAPTIST MEDICAL CENTER EAST,Med,0,1,0,0,Alabama,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEDICAL CENTER JACKSONVILLE,Med,0,1,0,0,Florida,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
BAPTIST MEDICAL CENTER SOUTH,Med,0,1,0,0,Alabama,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,Low,1,0,0,0,Mississippi,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEMORIAL HOSPITAL,Low,1,0,0,0,Tennessee,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAPTIST MEMORIAL HOSPITAL DESOTO,Low,1,0,0,0,Mississippi,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,Low,1,0,0,0,Tennessee,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAPTIST MEMORIAL HOSPITAL NORTH MS,Low,1,0,0,0,Mississippi,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAPTIST MEMORIAL HOSPITAL TIPTON,Med,0,1,0,0,Tennessee,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST MEMORIAL HOSPITAL UNION CITY,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAPTIST MEMORIAL HOSPITAL UNION COUNTY,Low,1,0,0,0,Mississippi,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BAPTIST ST ANTHONY'S HOSPITAL,Low,1,0,0,0,Texas,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
BARNES-JEWISH WEST COUNTY HOSPITAL,Low,1,0,0,0,Missouri,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BARROW REGIONAL MEDICAL CENTER,Med,0,1,0,0,Georgia,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BARSTOW COMMUNITY HOSPITAL,High,0,0,1,0,California,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
BARTON MEMORIAL HOSPITAL,Very High,0,0,0,1,California,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
BARTOW REGIONAL MEDICAL CENTER,Low,1,0,0,0,Florida,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BATES COUNTY MEMORIAL HOSPITAL,High,0,0,1,0,Missouri,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BATON ROUGE GENERAL MEDICAL CENTER,Med,0,1,0,0,Louisiana,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
BAXTER REGIONAL MEDICAL CENTER,Low,1,0,0,0,Arkansas,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAY AREA HOSPITAL,High,0,0,1,0,Oregon,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
BAY AREA MEDICAL CENTER,Low,1,0,0,0,Wisconsin,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"BAY AREA REGIONAL MEDICAL CENTER, LLC",Very High,0,0,0,1,Texas,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,Low,1,0,0,0,Florida,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAY PARK COMMUNITY HOSPITAL,Med,0,1,0,0,Ohio,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYFRONT HEALTH BROOKSVILLE,Med,0,1,0,0,Florida,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BAYFRONT HEALTH DADE CITY,Low,1,0,0,0,Florida,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
BAYFRONT HEALTH PORT CHARLOTTE,Low,1,0,0,0,Florida,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYFRONT HEALTH PUNTA GORDA,Low,1,0,0,0,Florida,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYHEALTH - KENT GENERAL HOSPITAL,Med,0,1,0,0,Delaware,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,Med,0,1,0,0,Delaware,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
BAYLOR HEART AND VASCULAR HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
BAYLOR MEDICAL CENTER AT CARROLLTON,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
BAYLOR MEDICAL CENTER AT FRISCO,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
BAYLOR MEDICAL CENTER AT IRVING,Med,0,1,0,0,Texas,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
BAYLOR MEDICAL CENTER AT TROPHY CLUB,Med,0,1,0,0,Texas,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYLOR MEDICAL CENTER AT UPTOWN,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,Low,1,0,0,0,Texas,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,Low,1,0,0,0,Texas,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,Med,0,1,0,0,Texas,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,Med,0,1,0,0,Texas,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,Low,1,0,0,0,Texas,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,Med,0,1,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,Low,1,0,0,0,Texas,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,Med,0,1,0,0,Texas,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
BAYLOR UNIVERSITY MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
BAYSHORE MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
BAYSTATE MARY LANE HOSPITAL,Med,0,1,0,0,Massachusetts,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAYSTATE MEDICAL CENTER,High,0,0,1,0,Massachusetts,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
BEACHAM MEMORIAL HOSPITAL,Low,1,0,0,0,Mississippi,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BEAUFORT COUNTY MEMORIAL HOSPITAL,Med,0,1,0,0,South Carolina,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BEAUMONT HOSPITAL - DEARBORN,Med,0,1,0,0,Michigan,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
BEAUMONT HOSPITAL - FARMINGTON HILLS,Med,0,1,0,0,Michigan,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
BEAUMONT HOSPITAL - TAYLOR,Med,0,1,0,0,Michigan,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BEAUMONT HOSPITAL - TRENTON,Med,0,1,0,0,Michigan,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BEAUMONT HOSPITAL - WAYNE,Med,0,1,0,0,Michigan,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"BEAUMONT HOSPITAL, GROSSE POINTE",Low,1,0,0,0,Michigan,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"BEAUMONT HOSPITAL, TROY",Low,1,0,0,0,Michigan,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BEAUREGARD MEMORIAL HOSPITAL,Low,1,0,0,0,Louisiana,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
BEAVER DAM COMMUNITY HOSPITAL,Low,1,0,0,0,Wisconsin,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BEAVER VALLEY HOSPITAL,High,0,0,1,0,Utah,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
BECKLEY ARH HOSPITAL,Low,1,0,0,0,West Virginia,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
BEDFORD MEMORIAL HOSPITAL,Low,1,0,0,0,Virginia,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BEEBE MEDICAL CENTER,Med,0,1,0,0,Delaware,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLEVUE HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLEVUE HOSPITAL CENTER,Very High,0,0,0,1,New York,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
BELLEVUE HOSPITAL CENTER,Very High,0,0,0,1,New York,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,Low,1,0,0,0,Nebraska,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
BELLIN MEMORIAL HOSPITAL,Low,1,0,0,0,Wisconsin,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
BELMONT COMMUNITY HOSPITAL,Med,0,1,0,0,Ohio,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
BELOIT MEMORIAL HOSPITAL,Med,0,1,0,0,Wisconsin,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BELTON REGIONAL MEDICAL CENTER,Low,1,0,0,0,Missouri,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BENEFIS HOSPITALS INC,Med,0,1,0,0,Montana,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
BERGER HOSPITAL,Med,0,1,0,0,Ohio,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERKELEY MEDICAL CENTER,Med,0,1,0,0,West Virginia,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
BERKSHIRE MEDICAL CENTER INC,Med,0,1,0,0,Massachusetts,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERT FISH MEDICAL CENTER,Low,1,0,0,0,Florida,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERTRAND CHAFFEE HOSPITAL,Med,0,1,0,0,New York,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,Med,0,1,0,0,Massachusetts,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Med,0,1,0,0,Massachusetts,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,Med,0,1,0,0,Massachusetts,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
BETH ISRAEL DEACONESS MEDICAL CENTER,High,0,0,1,0,Massachusetts,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
BETH ISRAEL MEDICAL CENTER,Very High,0,0,0,1,New York,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
BETH ISRAEL MEDICAL CENTER,Very High,0,0,0,1,New York,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
BETHESDA HOSPITAL EAST,Med,0,1,0,0,Florida,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
BETHESDA NORTH,Low,1,0,0,0,Ohio,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
BETSY JOHNSON REGIONAL  HOSPITAL,Low,1,0,0,0,North Carolina,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BEVERLY HOSPITAL,High,0,0,1,0,California,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
BEVERLY HOSPITAL CORPORATION,Med,0,1,0,0,Massachusetts,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BIBB MEDICAL CENTER,Low,1,0,0,0,Alabama,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BILLINGS CLINIC HOSPITAL,Med,0,1,0,0,Montana,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
BLACK HILLS SURGICAL HOSPITAL LLP,Low,1,0,0,0,South Dakota,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
BLACK RIVER COMMUNITY MEDICAL CENTER,Low,1,0,0,0,Missouri,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BLAKE MEDICAL CENTER,Low,1,0,0,0,Florida,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
BLANCHARD VALLEY HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BLESSING HOSPITAL,Med,0,1,0,0,Illinois,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BLOUNT MEMORIAL HOSPITAL,Low,1,0,0,0,Tennessee,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"BLUE VALLEY HOSPITAL, INC",Very High,0,0,0,1,Kansas,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
BLUEFIELD REGIONAL MEDICAL CENTER,Med,0,1,0,0,West Virginia,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BLUFFTON REGIONAL MEDICAL CENTER,Med,0,1,0,0,Indiana,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
